,Title,Company,Description,URL
82,"Machine Learning Engineer, TikTok Search #Worknow - #UrgentHire",TikTok,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Our Search Team is responsible for building and owning TikTok's search engine which provides our users the best search experience. On the TikTok Search Team, you’ll have the opportunity to build a full-stack search engine system and combine information retrieval technology with modern machine learning methods from related fields such as NLP, Computer Vision, Multimodal, and Recommender Systems. We embrace a culture of self-direction, intellectual curiosity, openness, and problem-solving. Responsibilities Optimize the searching quality to provide TikTok's users the best search experience Combine your understanding of product objectives and take full advantage of modern machine learning, NLP and Multimodal techniques to improve the search ranking algorithms, including query understanding, video understanding and various levels of result ranking. Qualifications Bachelor degree or above in the field of computer science or a related technical discipline Proficient coding skills and strong algorithm &amp; data structure using C++/Python/Java Experience in one or more of the following areas: NLP, Ranking, Ads, Search engine, Recommender System, and Machine Learning Effective communication and teamwork skills.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-search-worknow-urgenthire-10467371?jobId=jobstreet-sg-job-10467371&sectionRank=83&token=0~6dbd8ba5-7741-48e1-ab36-52e1f2e9a14a&fr=SRP%20Job%20Listing
83,"Machine Learning Engineer, Content Safety #WorkNow #UrgentHire - #UrgentHire",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video and live streaming. Our mission is to inspire creativity and bring joy. While fulfilling our mission, TikTok identifies trust and safety as a top priority and our team is dedicated to enhancing it. Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Build industry-leading content safety systems for TikTok; Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies; Understand product objectives and improve trust and safety strategy and model's performance; Work with cross-functional teams to protect TikTok globally. Qualifications Major in computer science or a related technical discipline; Solid experience in at least one of the following areas: machine learning, pattern recognition, NLP, data mining, or computer vision. Experience in the recommendation, search, advertising, or other related projects. Published papers in the top AI conferences or journals is a plus, including KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL, etc.; Competition experience in machine learning, data mining, CV, NLP and others. Experience in content moderation or trust &amp; safety is a plus; Well understanding of data structures and algorithms; Great communication and teamwork skills; Passion for techniques and solving challenging problems.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-content-safety-worknow-urgenthire-urgenthire-10467793?jobId=jobstreet-sg-job-10467793&sectionRank=84&token=0~6dbd8ba5-7741-48e1-ab36-52e1f2e9a14a&fr=SRP%20Job%20Listing
84,"Machine Learning Engineer - Content Safety, #URGENT #WORKNOW* #Immediate #JobsThatMatter`#Immediate",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video and live streaming. Our mission is to inspire creativity and bring joy. While fulfilling our mission, TikTok identifies trust and safety as a top priority and our team is dedicated to enhancing it. Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Build industry-leading content safety systems for TikTok; Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies; Understand product objectives and improve trust and safety strategy and model's performance; Work with cross-functional teams to protect TikTok globally. Qualifications Major in computer science or a related technical discipline; At least 3 years of experience in at least one of the following areas: machine learning, pattern recognition, NLP, data mining, or computer vision. Experience in the recommendation, search, advertising, or other related projects. Published papers in the top AI conferences or journals is a plus, including KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL, etc.; Competition experience in machine learning, data mining, CV, NLP and others. Experience in content moderation or trust &amp; safety is a plus; Well understanding of data structures and algorithms; Great communication and teamwork skills; Passion for techniques and solving challenging problems.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-content-safety-urgent-worknow*-immediate-jobsthatmatter-immediate-10470269?jobId=jobstreet-sg-job-10470269&sectionRank=85&token=0~6dbd8ba5-7741-48e1-ab36-52e1f2e9a14a&fr=SRP%20Job%20Listing
85,"Machine Learning Engineer, (Search) TikTok e-Commerce #Seekbetter",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. About the team We are the Alliance Algorithm team in the e-Commerce department. We are a group of applied machine learning engineers and data scientists that focus on e-Commerce recommendations. We are developing innovative algorithms and techniques to improve e-com creator experience. We are interested and excited in applying large scale machine learning to solve search for commodity selection and merchant cooperation in e-Commerce. Job Description Participate in building e-Commerce recommendation algorithms and systems, including commodity search algorithm in TikTok shop. Design &amp; build query understanding models, analyze and extract relevant information from query of TikTok creators. Design, develop, evaluate and iterate on predictive models for ranking (e.g. Click Through Rate), including but not limited to building real-time data pipelines, feature engineering, model optimization and innovation. Design and build supporting/debugging tools as needed. Qualifications Requirements Bachelor's degree or higher in Computer Science or related fields. Strong programming and problem-solving ability. Experience in applied machine learning, familiar with one or more of the algorithms such as Collaborative Filtering, Matrix Factorization, Factorization Machines, Word2vec, Logistic Regression, Gradient Boosting Trees, Deep Neural Networks, Wide and Deep etc. Experience in Deep Learning Tools such as Tensorflow/Pytorch. Experience with at least one programming language like C++/Python or equivalent. Preferred Qualifications Experience in recommendation system, online advertising, information retrieval, natural language processing, machine learning, large-scale data mining, or related fields. Publications at KDD, NEURIPS, WWW, SIGIR, WSDM, ICML, IJCAI, AAAI, RECSYS and related conferences/journals, or experience in data mining/machine learning competitions such as Kaggle/KDD-cup etc.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-search-tiktok-e-commerce-seekbetter-10469861?jobId=jobstreet-sg-job-10469861&sectionRank=86&token=0~6dbd8ba5-7741-48e1-ab36-52e1f2e9a14a&fr=SRP%20Job%20Listing
86,Machine Learning Engineer - (Search) TikTok e-Commerce #Immediate,TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. About the team We are the Alliance Algorithm team in the e-Commerce department. We are a group of applied machine learning engineers and data scientists that focus on e-Commerce recommendations. We are developing innovative algorithms and techniques to improve e-com creator experience. We are interested and excited in applying large scale machine learning to solve search for commodity selection and merchant cooperation in e-Commerce. Job Description Participate in building e-Commerce recommendation algorithms and systems, including commodity search algorithm in TikTok shop. Design &amp; build query understanding models, analyze and extract relevant information from query of TikTok creators. Design, develop, evaluate and iterate on predictive models for ranking (e.g. Click Through Rate), including but not limited to building real-time data pipelines, feature engineering, model optimization and innovation. Design and build supporting/debugging tools as needed. Qualifications Requirements Bachelor's degree or higher in Computer Science or related fields. Strong programming and problem-solving ability. Experience in applied machine learning, familiar with one or more of the algorithms such as Collaborative Filtering, Matrix Factorization, Factorization Machines, Word2vec, Logistic Regression, Gradient Boosting Trees, Deep Neural Networks, Wide and Deep etc. Experience in Deep Learning Tools such as Tensorflow/Pytorch. Experience with at least one programming language like C++/Python or equivalent. Preferred Qualifications Experience in recommendation system, online advertising, information retrieval, natural language processing, machine learning, large-scale data mining, or related fields. Publications at KDD, NEURIPS, WWW, SIGIR, WSDM, ICML, IJCAI, AAAI, RECSYS and related conferences/journals, or experience in data mining/machine learning competitions such as Kaggle/KDD-cup etc.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-search-tiktok-e-commerce-immediate-10467418?jobId=jobstreet-sg-job-10467418&sectionRank=87&token=0~6dbd8ba5-7741-48e1-ab36-52e1f2e9a14a&fr=SRP%20Job%20Listing
87,"Machine Learning Engineer, TikTok #JobsThatMatter -- #UrgentHire",TikTok,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Team Intro TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. Our TikTok recommendation team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspire creativity, build a fair and flourishing ecosystem. Build industry leading recommendation system, develop highly scalable classifiers and tools leveraging machine learning Understand product objectives and machine learning techniques, improve model and recommendation strategy Understand user behavior and apply Machine Learning algorithms to optimize push notification and production experience Work with TikTok cross functional teams to grow TikTok in important regional markets Qualifications Bachelor's degree (or more) in computer science or a related technical discipline Solid experience with data structures or algorithms Software development experience through hands on coding in a general purpose programming language TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too. Experience in one or more of the following areas: machine learning, recommendation systems, data mining or other related areas Strong communication and teamwork skills Passion about technologies and solving challenging problems TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-jobsthatmatter-urgenthire-10468037?jobId=jobstreet-sg-job-10468037&sectionRank=88&token=0~6dbd8ba5-7741-48e1-ab36-52e1f2e9a14a&fr=SRP%20Job%20Listing
88,Machine Learning Engineer - E-Commerce Risk Control *#Immediate #Worknow,TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. The E-Commerce Risk Control (ECRC) team is missioned: To protect Tiktok E-Commerce users, including and beyond buyer, seller, creator; By securing the integrity of our ecommerce ecosystem and providing a safe shopping experience on the platform; Through building infrastructures, platforms and technologies, as well as collaborating with many cross-functional teams and stakeholders. The ECRC team works to minimize the damage of inauthentic behaviors on Tiktok E-Commerce platforms (e.g. TikTok Shop, Jumanji, Fanno), covering multiple classical and novel community and business risk areas such as account integrity, incentive abuse, malicious activities, brushing, click-farm, information leakage etc. In this team you'll have a unique opportunity to have first-hand exposure to the strategy of the company in key security initiatives, especially in building scalable and robust, intelligent and privacy-safe, secure and product-friendly systems and solutions. Our challenges are not some regular day-to-day technical puzzles -- You'll be part of a team that's developing novel solutions to first-seen challenges of a non-stop evolvement of a phenomenal product eco-system. The work needs to be fast, transferrable, while still down to the ground to making quick and solid differences. Responsibilities Build rules, algorithms and machine learning models, to respond to and mitigate business risks in Tiktok products/platforms. Such risks include and are not limited to account integrity, scapler,deal-hunter, malicious activities, brushing, click-farm, information leakage etc. Analyze business and security data, uncover evolving attack motion, identify weaknesses and opportunities in risk defense solutions, explore new space from the discoveries. Define risk control measurements. Quantify, generalize and monitor risk related business and operational metrics. Align risk teams and their stakeholders on risk control numeric goals, promote impact-oriented, data-driven data science practices for risks. Qualifications Bachelor or degrees above in computer science, statistics, math, internet security or other relevant STEM majors (e.g. finance if applying for financial fraud roles). At least 5 years with solid data science skills. Proficiency in statistical analytical tools, such as SQL, R and Python. Familiarity with machine learning or social/content online platform analytics. Bonus given to proficiency in modern machine learning applications. Ability to think critically, objectively, rationally. Reason and communicate in result-oriented, data-driven manner. High autonomy.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-e-commerce-risk-control-*-immediate-worknow-10467756?jobId=jobstreet-sg-job-10467756&sectionRank=89&token=0~6dbd8ba5-7741-48e1-ab36-52e1f2e9a14a&fr=SRP%20Job%20Listing
89,Machine Learning Engineer - E-Commerce Risk Control - #Seekbetter- | #UrgentHire#Immediate,TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. The E-Commerce Risk Control (ECRC) team is missioned: To protect Tiktok E-Commerce users, including and beyond buyer, seller, creator; By securing the integrity of our ecommerce ecosystem and providing a safe shopping experience on the platform; Through building infrastructures, platforms and technologies, as well as collaborating with many cross-functional teams and stakeholders. The ECRC team works to minimize the damage of inauthentic behaviors on Tiktok E-Commerce platforms (e.g. TikTok Shop, Jumanji, Fanno), covering multiple classical and novel community and business risk areas such as account integrity, incentive abuse, malicious activities, brushing, click-farm, information leakage etc. In this team you'll have a unique opportunity to have first-hand exposure to the strategy of the company in key security initiatives, especially in building scalable and robust, intelligent and privacy-safe, secure and product-friendly systems and solutions. Our challenges are not some regular day-to-day technical puzzles -- You'll be part of a team that's developing novel solutions to first-seen challenges of a non-stop evolvement of a phenomenal product eco-system. The work needs to be fast, transferrable, while still down to the ground to making quick and solid differences. Responsibilities Build rules, algorithms and machine learning models, to respond to and mitigate business risks in Tiktok products/platforms. Such risks include and are not limited to account integrity, scapler,deal-hunter, malicious activities, brushing, click-farm, information leakage etc. Analyze business and security data, uncover evolving attack motion, identify weaknesses and opportunities in risk defense solutions, explore new space from the discoveries. Define risk control measurements. Quantify, generalize and monitor risk related business and operational metrics. Align risk teams and their stakeholders on risk control numeric goals, promote impact-oriented, data-driven data science practices for risks. Qualifications Bachelor or degrees above in computer science, statistics, math, internet security or other relevant STEM majors (e.g. finance if applying for financial fraud roles). At least 5 years with solid data science skills. Proficiency in statistical analytical tools, such as SQL, R and Python. Familiarity with machine learning or social/content online platform analytics. Bonus given to proficiency in modern machine learning applications. Ability to think critically, objectively, rationally. Reason and communicate in result-oriented, data-driven manner. High autonomy.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-e-commerce-risk-control-seekbetter-%7C-urgenthire-immediate-10470037?jobId=jobstreet-sg-job-10470037&sectionRank=90&token=0~6dbd8ba5-7741-48e1-ab36-52e1f2e9a14a&fr=SRP%20Job%20Listing
90,Machine Learning Engineer Intern (Content Safety) - 2023 #Seekbetter | - #UrgentHire,TikTok,"TikTok will be prioritizing applicants who have a current right to work in Singapore, and do not require TikTok's sponsorship of a visa. TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. Why Join Us At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok. We are looking for talented individuals to join us for an internship in 2023. Internships at TikTok aim to offer students industry exposure and hands-on experience. Watch your ambitions become reality as your inspiration brings infinite opportunities at TikTok. Successful candidates must be able to commit to one of the following internship cycles below: Summer Internship - 08 May 2023 to 28 July 2023 (12 weeks) Off-cycle Internship - Starting 09 January 2023 or 14 August 2023 We will prioritize candidates who are able to commit in either internship period. Please state your availability clearly in your resume (Start date, End date). Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early. About the team Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Responsibilities Build industry-leading content safety systems for TikTok; Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies; Understand product objectives and improve trust and safety strategy and model's performance; Work with cross-functional teams to protect TikTok globally. Qualifications Undergraduate or Postgraduate currently pursuing a Degree/Master/PhD in Software Development, Computer Science, Computer Engineering, or a related technical discipline; Solid experience in at least one of the following areas: machine learning, pattern recognition, NLP, data mining, or computer vision; Experience in recommendation, search, advertising, or other related projects; Published papers in the top AI conferences or journals is a plus, including KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL, etc.; Competition experience in machine learning, data mining, CV, NLP, etc.; Good understanding of data structures and algorithms; Passion for techniques and solving challenging problems. TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too. By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy. If you have any questions, please reach out to us at apac-""Apply Now""",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-intern-content-safety-2023-seekbetter-%7C-urgenthire-10467330?jobId=jobstreet-sg-job-10467330&sectionRank=91&token=0~3f78ad65-0694-4adb-b5c9-a6bf7477ec1a&fr=SRP%20Job%20Listing
91,Machine Learning Engineer Intern (E-commerce Risk Control) - 2023 #Seekbetter -- #UrgentHire,TikTok,"Responsibilities TikTok will be prioritizing applicants who have a current right to work in Singapore, and do not require TikTok's sponsorship of a visa. TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. Why Join Us At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok. We are looking for talented individuals to join us for an internship in 2023. Internships at TikTok aim to offer students industry exposure and hands-on experience. Watch your ambitions become reality as your inspiration brings infinite opportunities at TikTok. Successful candidates must be able to commit to one of the following internship cycles below: Summer Internship - 08 May 2023 to 28 July 2023 (12 weeks) Off-cycle Internship - Starting 09 January 2023 or 14 August 2023 We will prioritize candidates who are able to commit in either internship period. Please state your availability clearly in your resume (Start date, End date). Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early. About the Team The E-Commerce Risk Control (ECRC) team's mission is : To protect TikTok e-commerce users, including and beyond buyer, seller, creator; To make Tiktok e-commerce the safest and most trusted place worldwide to transact online by securing the integrity of the e-commerce ecosystem and providing a safe shopping experience on the platform; Through building software systems, risk models and operational processes, as well as collaborating with many cross-functional teams and stakeholders. The ECRC team works to prevent and detect any risk attempts in Tiktok e-commerce platforms (e.g. TikTok Shop, Fanno) and to mitigate the negative impact on our customers and Selling Partners (Sps), covering multiple classical and novel business risk areas such as account integrity, incentive abuse, malicious activities, brushing, click-farm, information leakage etc. We achieve our mission by a) developing state-of-art Machine Learning (ML) solutions to prevent customers, SPs, and Tiktok from being impacted by bad actors’ actions and practices to gain unfair business advantages; b) empowering Tiktok teams, both internal to GNE and external, to reduce risk attempts by utilizing our mechanisms. Responsibilities Respond to and mitigate business risks in our E-Commerce including and not limited to Incentive abuse, brushing order, malicious behaviours, payment fraud, ATO etc.; Establish reliable, efficient and modularized risk defence solutions, reduce the manual workload on ramping up risk controls on/against new business scenario, risk area, or abusive means; Uplevel risk defence excellence on privacy/compliance, machine learning, risk perception and analysis, achieve in-depth defence portfolio. Qualifications Undergraduate, or Postgraduate who is currently pursuing a degree/master in Computer Science, Computer Engineering, Information Systems or other STEM disciplines (e.g. finance if applying for payment fraud positions); Solid data mining or machine learning background; Proficiency in at least two - Linux, Hadoop, Hive, Spark or Storm; Ability to think critically, objectively, rationally. Reason and communicate in a result-oriented, data-driven manner, with high autonomy; Deep understanding of modern machine learning theory and applications, especially around popular neural nets (e.g. natural language processing, graph embedding), and/or relevant unsupervised/semisupervised/transfer learning. Hands-on industrial model development skills and strong data science sense/habit. TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too. By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy. If you have any questions, please reach out to us at apac-""Apply Now""",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-intern-e-commerce-risk-control-2023-seekbetter-urgenthire-10468158?jobId=jobstreet-sg-job-10468158&sectionRank=92&token=0~3f78ad65-0694-4adb-b5c9-a6bf7477ec1a&fr=SRP%20Job%20Listing
92,"Machine Learning Engineer, TikTok Search #UrgentHire #Seekbetter",TikTok,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Our Search Team is responsible for building and owning TikTok's search engine which provides our users the best search experience. On the TikTok Search Team, you’ll have the opportunity to build a full-stack search engine system and combine information retrieval technology with modern machine learning methods from related fields such as NLP, Computer Vision, Multimodal, and Recommender Systems. We embrace a culture of self-direction, intellectual curiosity, openness, and problem-solving. Responsibilities Optimize the searching quality to provide TikTok's users the best search experience Combine your understanding of product objectives and take full advantage of modern machine learning, NLP and Multimodal techniques to improve the search ranking algorithms, including query understanding, video understanding and various levels of result ranking. Qualifications Bachelor degree or above in the field of computer science or a related technical discipline Proficient coding skills and strong algorithm &amp; data structure using C++/Python/Java Experience in one or more of the following areas: NLP, Ranking, Ads, Search engine, Recommender System, and Machine Learning Effective communication and teamwork skills.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-search-urgenthire-seekbetter-10462968?jobId=jobstreet-sg-job-10462968&sectionRank=93&token=0~3f78ad65-0694-4adb-b5c9-a6bf7477ec1a&fr=SRP%20Job%20Listing
93,Machine Learning Engineer - AI Lab - (220001BJ),OCBC Bank (Singapore),"OVERALL ROLE PURPOSE: Working within OCBC AI Lab, our Center of Excellence for Data Science and Artificial Intelligence, you will be part of our new ML Engineering and Operations practice. You will be part of our MLOps ecosystem and design our future MLOps strategy to improve the scalability and maintainability of our models and deployments. RESPONSIBILITIES: Build scalable MLE platforms such as Pipelines, Feature Store, and Enterprise Customer Graph to accelerate the organization’s AI capabilities Work closely with data scientists in deploying and maintaining models in production. Explore new emerging open-source technologies and how they could benefit our platforms and processes. *LI - Kit Qualifications REQUIREMENTS: Degree in Computer Science, Computer Engineering, or a similar computing intensive subject. Relevant work experience in Machine Learning Engineering, Backend Engineering, and/or DevOps Hands-On experience with Hadoop-based engines, such as Hive, Impala. Experience with distributed computing framework such as Spark, Dask, Ray. Strong programming skills in Python and another object-oriented language (e.g. Scala, C++). Clear communicator, with the ability to articulate ideas with data. Experience with operating in a corporate environment and stakeholder management. Strong results driven personality with an innovative spirit. GOOD TO HAVE: Strong Experience working with scalable distributed container platforms particularly Kubernetes or OpenShift. Experience working with real-time processing framework, such as Kafka and Flink.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-ai-lab-220001bj-10462311?jobId=jobstreet-sg-job-10462311&sectionRank=94&token=0~3f78ad65-0694-4adb-b5c9-a6bf7477ec1a&fr=SRP%20Job%20Listing
94,Machine Learning Engineer - (Recommendation) - TikTok e-Commerce,TikTok,"Responsibilities About the team! Our team works on large-scale recommendation systems for various offerings under TikTok and its affiliates, focusing on developing recommendation algorithms/models/strategies. We are committed to developing cutting-edge solutions for e-commerce recommendation systems. Responsibilities Work on recommendation systems, involving contents of various forms ranging from products, short videos to live streams, with each unified recommendation model fulfilling heterogeneous E-commerce scenarios/goals across multiple countries. Optimize e-commerce recommendation models at massive scales, using deep learning/transfer learning/multi-task learning techniques. Data mining and analysis to improve the quality of recommended contents. Conduct research on various topics, which aim to optimize content recommendation circulation, ranging from ensuring diversity and new discovery in recommendation contents, to cold-start problem for new users/items and discovery of high-quality products/live streamers. Develop innovative and state-of-the-art e-commerce models and algorithms Qualifications Strong in data structures and algorithms, with excellent problem-solving ability and programming skills Experience in applied machine learning, familiar with one or more of the algorithms such as Collaborative Filtering, Matrix Factorization, Factorization Machines, Word2vec, Logistic Regression, Gradient Boosting Trees, Deep Neural Networks etc. Experience in working with main components of recommendation systems(recall, sort, reranking, cold-start problem), with good understanding of mainstream recommendation models used in the industry Experience in C++ and Python; at least one of the Big Data tools (For eg. Hive sql/Spark/Mapreduce; at least one of the Deep Learning tools(For eg. Tensorflow/Pytorch) Possess strong communication skills, positive mindset, good teamwork skills, and eagerness to learn/implement new technology and experiment Preferred Qualifications Experience in personalized recommendation, online advertising, information retrieval or related fields. Publications at KDD、NeurIPS、WWW、SIGIR、WSDM、CIKM、ICLR、ICML、IJCAI、AAAI、RecSys and related conferences Excellent performance in data mining, machine learning, or ACM-ICPC/NOI/IOI competitions Developed widely-recognized machine learning project(s) on github or personal webpage",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-recommendation-tiktok-e-commerce-10463083?jobId=jobstreet-sg-job-10463083&sectionRank=95&token=0~3f78ad65-0694-4adb-b5c9-a6bf7477ec1a&fr=SRP%20Job%20Listing
95,Machine Learning Engineer (Recommendation) - TikTok e-Commerce #WorkNow #UrgentHire`,TikTok,"Responsibilities About the team! Our team works on large-scale recommendation systems for various offerings under TikTok and its affiliates, focusing on developing recommendation algorithms/models/strategies. We are committed to developing cutting-edge solutions for e-commerce recommendation systems. Responsibilities Work on recommendation systems, involving contents of various forms ranging from products, short videos to live streams, with each unified recommendation model fulfilling heterogeneous E-commerce scenarios/goals across multiple countries. Optimize e-commerce recommendation models at massive scales, using deep learning/transfer learning/multi-task learning techniques. Data mining and analysis to improve the quality of recommended contents. Conduct research on various topics, which aim to optimize content recommendation circulation, ranging from ensuring diversity and new discovery in recommendation contents, to cold-start problem for new users/items and discovery of high-quality products/live streamers. Develop innovative and state-of-the-art e-commerce models and algorithms Qualifications Strong in data structures and algorithms, with excellent problem-solving ability and programming skills Experience in applied machine learning, familiar with one or more of the algorithms such as Collaborative Filtering, Matrix Factorization, Factorization Machines, Word2vec, Logistic Regression, Gradient Boosting Trees, Deep Neural Networks etc. Experience in working with main components of recommendation systems(recall, sort, reranking, cold-start problem), with good understanding of mainstream recommendation models used in the industry Experience in C++ and Python; at least one of the Big Data tools (For eg. Hive sql/Spark/Mapreduce; at least one of the Deep Learning tools(For eg. Tensorflow/Pytorch) Possess strong communication skills, positive mindset, good teamwork skills, and eagerness to learn/implement new technology and experiment Preferred Qualifications Experience in personalized recommendation, online advertising, information retrieval or related fields. Publications at KDD、NeurIPS、WWW、SIGIR、WSDM、CIKM、ICLR、ICML、IJCAI、AAAI、RecSys and related conferences Excellent performance in data mining, machine learning, or ACM-ICPC/NOI/IOI competitions Developed widely-recognized machine learning project(s) on github or personal webpage",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-recommendation-tiktok-e-commerce-worknow-urgenthire-10465748?jobId=jobstreet-sg-job-10465748&sectionRank=96&token=0~3f78ad65-0694-4adb-b5c9-a6bf7477ec1a&fr=SRP%20Job%20Listing
